축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
부천세계비보이대회,부천마루광장,2019-09-06,2019-09-08,세계비보이대회,진조크루,경기도 부천시,,032-625-3113,http://bbickorea.com/,,"경기도 부천시 길주로121번길 18-19, 5층(상동, 준프라자)",경기도 부천시 상동 537-8,37.506512,126.757053,2019-09-10
부천전국대학가요제,부천마루광장,2019-08-31,2019-08-31,전국대학가요제,서울신학대학교,경기도 부천시,,032-625-3115,http://www.marubusking.com/,,"경기도 부천시 호현로489번길 52(소사본동, 서울신학대학교)",경기도 부천시 소사본동 101-1,37.4791781,126.7889915,2019-09-10
분당구민 한마음 축제,야외공연장 중앙공원(미정),2019-10-01,2019-10-31,"행복한 분당, 화합하고 하나되는 어울림 마당 조성",분당구청 가정복지과,분당 아트 페스티벌위원회,,,,,경기도 성남시 분당구 성남대로 550,경기도 성남시 분당구 수내동 65,37.38030721,127.1211791,2019-12-27
청계산철쭉축제,옛골입구,2019-04-27,2019-04-27,청계산 철쭉제 개화시기 축제알림,고등동,청계산 철쭉축제추진위원회,,,,,경기도 성남시 수정구 상적동 216-2,경기도 성남시 수정구 상적동 216-2,37.42989648,127.0716316,2019-12-27
수정숯골축제,성남초교(미정),2019-10-01,2019-10-31,수정구지역이 조선시대 숯을 구어 장에 팔았던 숯골을 축제 유래로 수정구민 화합축제,수정구청 가정복지과,수정숯골축제 추진위원회,,,,,경기도 성남시 수정구 수정로 233,경기도 성남시 수정구 태평동 7236,37.44608464,127.1441445,2019-12-27
벌터산 축제,벌터산공원,2019-04-01,2019-04-30,지역주민 화합,수진2동,벌터산 축제 추진위원회,,,,,경기도 성남시 수정구 수진동 산41-3,경기도 성남시 수정구 수진동 산41-3,37.4358321,127.1254889,2019-12-27
중원한마당축제,종합운동장보조구장(미정),2019-09-01,2019-09-30,"중원구민 한마당 음악축제, 주민자치센터 작품 발표",중원구청 가정복지과,중원한마당축제추진위원회,,,,,경기도 성남시 중원구 광명로 377,경기도 성남시 중원구 금광동 2685,37.44885031,127.167697,2019-12-27
은행골한마음잔치,은행2동 초등학교,2019-05-01,2019-05-31,은행2동 350년 된 은행나무 보호수 행목제 시작으로 부대행사,은행2동,은행골 한마음잔치 추진위원회,,,,,경기도 성남시 중원구 순환로 447번길 11,경기도 성남시 중원구 은행동 652,37.46123306,127.1707449,2019-12-27
모란축제추진위원회,모란오거리쉼터,2019-10-01,2019-10-31,지역상인들과 시민화합의장 마련,성남동,성남동 상가번영회,,,,,경기도 성남시 중원구 제일로 35번길 51,경기도 성남시 중원구 성남동 3439,37.4320045,127.1315674,2019-12-27
2019 수원연극축제,경기상상캠퍼스,2019-05-24,2019-05-26,연극 및 퍼포먼스,(재)수원문화재단,수원시,,031-290-3532,,,"경기도 수원시 권선구 서둔로 166 (서둔동,경기도상상캠퍼스)",,37.2667769,126.9850191,2019-12-17
2019 수원등불축제,수원천,2019-10-03,2019-10-06,수원사랑 등불축제,(재)수원문화재단,수원시,,031-228-2415,http://www.swcf.or.kr/shcf/,,경기도 수원시 팔달구 수원천로392번길 44-6 (방화수류정),,37.28754004,127.018085,2019-12-17
2019 수원독서문화축제,장안공원,2019-10-12,2019-10-12,독서축제,수원시 도서관사업소,수원시,,031-228-4802,,돼지열병 확산방지를 위한 축제 취소,"경기도 수원시 팔달구 신풍로 74(장안문 인근, 책고집)",,37.28753704,127.0135776,2019-12-17
2019 음식 문화축제,신풍지구남측부지(구 우체국 자리),2019-10-03,2019-10-06,"국제 자매도시 조리사 초청 음식전, 음식문화개선 홍보관 등",갈비중식일식축제협의회 외식업지부,수원시,,031-228-2233,,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188202,127.014393,2019-12-17
제56회 수원화성문화제,"화성행궁, 행궁광장, 연무대 등 수원화성 일원",2019-10-03,2019-10-06,제56회 수원화성문화제,(재)수원문화재단,수원시,,031-228-2415,http://www.swcf.or.kr/shcf/,,경기도 수원시 팔달구 행궁로 11 (남창동),,37.28098808,127.0152227,2019-12-17
2019 안성맞춤 남사당 바우덕이축제,안성맞춤랜드,2019-10-02,2019-10-06,"남사당공연, 국내 전통공연, 해외민속공연, 안성장터 재현 등",안성맞춤남사당바우덕이축제위원회,안성시,문화체육관광부경기도지역진흥재단,031-678-2512,www.anseong.go.kr,,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 303-3,37.03286724,127.3078041,2019-12-05
2019 안양 시민축제,"평촌중앙공원,병목안시민공원,범계로데오",2019-09-20,2019-09-22,"시민공연마당, 전시체험부스, 개폐막 축하공연, 방송국 공개방송, 안양시민의날 기념식, 안양시민가요제 등",(재)안양문화예술재단,"경기도 안양시, 안양축제추진위원회",,031-687-0500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,2019-12-09
2019 안양여성축제,평촌중앙공원,2019-05-18,2019-05-19,"기념공연, 여성동아리공연, 미니올림픽, 김장담그기대회, 홍보체험부스 등",경인일보,(재)안양문화예술재단,"경기도 안양시, 안양시여성단체협의회",031-687-0500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,2019-12-09
2019 광복기념음악회,병목안시민공원,2019-08-15,2019-08-15,"뮤지컬 그룹 플래티넘, 안양시립합창단 공연 등",(재)안양문화예술재단,"경기도 안양시, 안양축제추진위원회","안양시, 티브로드abc방송",031-687-0500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.38528888,126.9076745,2019-12-09
2019 안양충훈벚꽃축제,안양충훈2교일대,2019-04-05,2019-04-07,"축하공연, 안양꽃길걷기대회, 안양꽃길그리기, 어린이벼룩시장, 거리공연, 체험부스 등",(재)안양문화예술재단,"안양시, 안양충훈벚꽃축제추진위원회",티브로드abc방송,031-687-0500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.40461526,126.8961574,2019-12-09
2019 보정역생활문화센터 <청춘파티  - 특별프로그램>,보정역생활문화센터,2019-12-13,2019-12-13,"강연자, 참여자가 ''''인생'''', ''''청춘'''', ''''문화''''를 키워드로 모여 능정적 참여자로서 서로에게 배우는 생활 속 프로그램",용인문화재단,용인문화재단,,031-260-3320,www.yicf.or.kr,,경기도 용인시 기흥구 용구대로 2585,경기도 용인시 기흥구 보정동 568 보정역 생활문화센터,37.31629272,127.1081614,2019-12-09
할미성 대동제,용인중앙시장 광장,2020-10-15,2020-10-15,길놀이 행사 및 할미성 대동굿 12거리 재연,할미성대동굿보존회,용인문화원,용인시,031-324-9600,http://www.ycc50.org/,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 560,37.24086706,127.1779688,2019-12-09
포은문화제,정몽주 묘역,2020-10-11,2020-10-13,"관혼상제, 인문학 강의, 북콘서트, 각종 경연대회, 체험부스",용인문화원,용인문화원,용인시,031-324-9600,www.poeun.co.kr,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 560,37.24086706,127.1779688,2019-12-09
의왕백운호수축제,백운호수주차장,2020-09-19,2019-09-20,의왕백운호수축제 체험 및 공연,의왕시,의왕시축제추진위원회,경기도,031-345-2534,,백운호수주차장,경기도 의왕시 백운로 526,경기도 의왕시 학의동 341-8,37.38321292,127.0007588,2020-02-04
의왕백운예술제,백운호수주차장,2019-09-21,2019-09-22,예술행사 체험,의왕시,의왕시축제추진위원회,경기도,031-345-2534,,백운호수주차장,경기도 의왕시 백운로 526,경기도 의왕시 학의동 341-8,37.38321292,127.0007588,2020-02-04
의왕철도축제,"레솔레파크, 철도박물관 등",2020-05-04,2019-05-05,의왕철도축제 체험 및 공연,의왕시,의왕시축제추진위원회,경기도,031-345-2534,http://uwtrain.net,"왕송호수, 철도박물관, 조류생태과학관",경기도 의왕시 왕송못동로 307,경기도 의왕시 월암동 543-3,37.30712099,126.9531474,2020-02-04
의왕철도축제,"레솔레파크, 철도박물관 등",2019-05-04,2019-05-05,의왕철도축제 체험 및 공연,의왕시,의왕시축제추진위원회,경기도,031-345-2534,http://uwtrain.net,"왕송호수, 철도박물관, 조류생태과학관",경기도 의왕시 왕송못동로 307,경기도 의왕시 월암동 543-3,37.30712099,126.9531474,2020-02-04
