축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
금산인삼축제,금산인삼관 광장 및 인삼약초시장 일원,2019-09-27,2019-10-06,"인삼캐기체험, 건강체험관, 어린이힐링놀이터,인삼아트거리 등 체험",금산축제관광재단,금산군,"산업통상자원부, 한국관광공사",041-750-2411,http://www.insamfestival.co.kr/,,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,2019-09-26
남일면홍도화축제,남일면 홍도마을 일원,2019-04-20,2019-04-21,"ㅇ홍도화가요제, 홍도화 길 꽃마차, 송어잡기체험, 나무곤충만들기 등",남일면홍도화축제추진위원회,남일면홍도화축제추진위원회,금산군,041-750-8506,http://www.geumsan.go.kr/town_06/,,충청남도 금산군 남일면 대홍로 632-8,충청남도 금산군 남일면 신정리 183,36.0171101,127.5180376,2020-01-02
금강여울축제,부리면 금강놀이마당,2019-07-12,2019-07-13,"ㅇ산꽃 술래길 건강걷기ㅇ숲속 작은 음악회, 산꽃음악회 등 공연프로그램 ㅇ산골 화덕음식체험, 산꽃손수건만들기 등 참여프로그램",금산축제관광재단,금산축제관광재단,금산군,041-750-4144,http://tour.geumsan.go.kr/,,충청남도 금산군 부리면 적벽강로 189,충청남도 금산군 부리면 평촌리 10-5,36.0751568,127.5683215,2020-01-02
금강여울축제,부리면 금강놀이마당,2019-07-12,2019-07-13,"강변슬라이딩, 금강족욕, 민물고기잡기, 경운기투어, 여치집만들기, 농바우끄시기, 물페기농요 등 민속공연","물페기농요보존회, 농바우끄시기보존회",금산문화원,금산군,041-750-2411,http://tour.geumsan.go.kr/,,충청남도 금산군 부리면 적벽강로 189,충청남도 금산군 부리면 평촌리 10-5,36.0751568,127.5683215,2019-09-26
강경젓갈축제,강경둔치 일원,2019-10-16,2019-10-20,강경젓갈 우수성 홍보,강경젓갈축제추진위원회,충청남도 논산시,문화체육관광부,041-746-5663,http://www.nonsan.go.kr/ggfestival/,,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,36.15755616,127.0098062,2019-09-26
논산딸기축제,논산시 대교하상주차장,2019-03-20,2019-03-24,논산딸기 우수성 홍보,논산딸기축제추진위원회,충청남도 논산시,논산문화원,041-746-8386,http://www.nsfestival.co.kr/,,충청남도 논산시 강변로 370,충청남도 논산시 대교동 319,36.20922889,127.0819661,2019-12-20
논산딸기축제,논산시 대교하상주차장,2019-03-20,2019-03-24,논산딸기 우수성 홍보,논산딸기축제추진위원회,충청남도 논산시,논산문화원등,041-746-8386,http://www.nonsan.go.kr/nsfestival,,충청남도 논산시 강변로 370,충청남도 논산시 대교동 319,36.20922889,127.0819869,2019-09-26
논산대둔산철쭉제,벌곡면 대둔산주차장 및 월성봉,2019-04-26,2019-05-05,등산객 및 관광객들에게 산철쭉의 화사한 봄의 비경 선사,벌곡면주민자치회,충청남도 논산시,,041-746-8762,,,충청남도 논산시 벌곡면 수락계곡길 109-3,충청남도 논산시 벌곡면 수락리 산27,36.15468452,127.3091766,2019-12-20
상월명품고구마축제,금강대학교,2019-08-31,2019-09-01,고구마 판매 및 캐기체험,상월명품고구마축제추진위원회,충청남도 논산시,,041-746-8673,,,충청남도 논산시 상월면 상월로 522,충청남도 논산시 상월면 대명리 14-9,36.30682479,127.1897138,2019-12-20
양촌곶감축제,충청남도 논산시 양촌면 양촌리 454번지 체육공원,2019-12-14,2019-12-15,곶감축제,양촌곶감축제추진위원회,충청남도 논산시,,041-746-8795,http://www.nonsan.go.kr/tour/html/sub03/03010703.html,,충청남도 논산시 양촌면 양촌리 454,충청남도 논산시 양촌면 양촌리 454,36.1292062,127.2474063,2019-09-26
양촌곶감축제,양촌리 체육공원,2019-12-14,2019-12-15,곶감축제,양촌곶감축제추진위원회,충청남도 논산시,,041-746-8795,,,충청남도 논산시 양촌면 이메길 31-13,충청남도 논산시 양촌면 양촌리 454,36.12951533,127.2471957,2019-12-20
연산백중놀이,논산시 연산시장,2019-08-30,2019-08-30,연산백중놀이 정기공연,연산백중놀이보존회,충청남도 논산시,,041-734-1576,,,충청남도 논산시 연산면 연산4길 10-7,충청남도 논산시 연산면 연산리 392,36.21626789,127.216075,2019-12-20
면천 진달래축제,면천읍성 앞 광장 및 면천일원,2019-04-06,2019-04-07,"진달래 사생대회 및 백일장, 진달래 어린이 장사 씨름대회, 진달래 청소년 가요제, 진달래 음식체험 등",향토발전진달래,면천진달래민속축제 집행위원회,"충청남도 당진시, 당진시교육지원청, 면천면, 면천두견주보존회 등",041-356-3848,http://www.jindalae.co.kr,"면천읍성, 면천두견주, 영탑사, 성상리산성, 면천은행나무, 면천향교",충청남도 당진시 면천면 면천서문1길 69,충청남도 당진시 면천면 성상리 771-2,36.81761891,126.666993,2019-09-26
장고항 실치축제,장고항 일대,2019-04-27,2019-04-28,"맨손고기잡이, 수산물경매, 실치로 뱅어포 만들기, 사물놀이, 노래자랑 등",당진수산업협동조합,장고항실치축제위원회,"충청남도 당진시, 수협중앙회, 한국동서발전, 석문면, 석문면개발위원회 등",041-350-4271,http://tour.dangjin.go.kr,"왜목해수욕장, 난지도해수욕장, 보덕사, 성산리산성, 기지시줄다리기",충청남도 당진시 석문면 장고항로 298-5,충청남도 당진시 석문면 장고항리 577,37.0288688,126.5619088,2019-09-26
기지시줄다리기 민속축제,기지시줄다리기 박물관 일원,2019-04-11,2019-04-14,"국수봉당제, 시장기원제, 그네뛰기 등 민속놀이, 스포츠 줄다리기, 줄고사, 줄나가기, 줄다리기 등","충청남도 당진시, 기지시줄다리기 축제위원회",기지시줄다리기 축제위원회,"충청남도, 충청남도 당진시, 기지시줄다리기 보존회 등",041-355-8118,http://www.gijisi.com,"기지시시장, 송악읍, 필경사, 흥척동 우물, 기지시 틀못, 솔뫼성지, 심훈기념관",충청남도 당진시 송악읍 안틀모시길 11,,36.89616138,126.694732,2019-09-26
한진포구 바지락 갯벌체험축제,한진포구 일대,2019-05-25,2019-05-27,"바지락캐기, 바다낚시체험, 경품행사, 바지락요리시식회, 불꽃놀이",한진 바지락 축제위원회,"해양수산부, 충청남도, 당진시","현대제철, 동부제철, 평택화력 등",041-356-6098,http://tour.dangjin.go.kr,"한진포구, 필경사, 심훈기념관, 영웅바위, 안섬포구, 안섬풍어제",충청남도 당진시 송악읍 한진포구길 50-1,충청남도 당진시 송악읍 한진리 95-17,36.97041875,126.7815875,2019-09-26
왜목해돋이축제,왜목마을 일대,2019-12-31,2020-01-01,"소원지 태우기, 일출 감상, 떡국 나눔행사 등",충청남도 당진시,충청남도 당진시 문화관광과,"충청남도, 충청남도 당진시",041-350-3592,http://tour.dangjin.go.kr,"왜목해수욕장, 난지도해수욕장, 보덕사, 성산리산성, 기지시줄다리기",충청남도 당진시 시청1로 1,충청남도 당진시 석문면 교로리 844-4,36.88973998,126.6459689,2019-09-26
심훈상록문화제,당진시청 일원,2019-09-20,2019-09-22,"심훈문학상 수상, 심훈상록수연극공연, 심훈청소년국악제 등",심훈상록문화제 집행위원회,(사)심훈상록문화제집행위원회,"충청남도 당진시, 당진시의회, 충청남도당진교육지원청, 홍성보훈지청 등",041-357-4151,http://www.djsangnok.org,"당진시청, 필경사, 심훈기념관, 한진포구, 행담도, 기지시줄다리기 등",충청남도 당진시 시청1로 1(수청동),충청남도 당진시 수청동 1002,36.889754,126.6459689,2019-09-26
보령머드축제,대천해수욕장 일원,2019-07-19,2019-07-28,천혜의 보령 머드 속에 빠지고 뒹굴며 머드를 체험하자,(재)보령축제관광재단,보령시,한국중부발전,041-930-0891,www.mudfestival.or.kr,,충청남도 보령시 머드로 123,,36.3155199,126.5108563,2019-09-26
무창포신비의바닷길축제,무창포해수욕장 일원,2019-08-30,2019-09-01,신비한 자연현상인 바닷길에서 잊지못할 전통 어업 방식 체험,무창포신비의바닷길축제추진위원회,보령시,,041-930-6561,www.muchangpo.or.kr,,충청남도 보령시 웅천읍 열린바다1길 35,,36.2424253,126.5350884,2019-09-26
백제문화제,부여 구드래 일원,2019-09-28,2019-10-06,사비 백제 역사를 담은 문화제,(재)백제문화제추진위원회,"충청남도,공주시,부여군","문화체육관광부,한국관광공사",041-830-2211,http://www.baekje.org/html/kr/,,충청남도 부여군 부여읍 구교리 17-4,충청남도 부여군 부여읍 구교리 17-4,36.28714312,126.9067822,2019-09-26
부여서동연꽃축제,서동공원,2019-07-05,2019-07-28,"연꽃과 서동선화의 사랑이야기를 담은 각종 전시, 공연, 체험 등",부여서동연꽃축제추진위원회,부여군,"문화체육관광부,충청남도,한국관광공사,한국지역진흥재단,맥키스컴퍼니,롯데리조트부여,농협중앙회부여군지부,정관장",041-830-2211,www.부여서동연꽃축제.kr,,충청남도 부여군 부여읍 궁남로 52,충청남도 부여군 부여읍 동남리 117,36.27145891,126.9136908,2019-09-26
서산국화축제,서산시 고북면 가구리 한농원,2019-11-01,2019-11-10,"야외전시장 조성, 작품국전시, 문화예술공연, 체험행사, 농특산물 홍보 판매 등",서산국화축제추진위원회,충청남도 서산시,서산시의회,041-660-3935,http://gukhwaou.blog.me/,"국화꽃, 사과, 국화꽃 체험",충청남도 서산시 고북면 복남골길 31-1,충청남도 서산시 고북면 가구리 621-4,36.6693265,126.536271,2019-09-26
삼길포우럭축제,서산시 대산읍 삼길포항,2019-07-26,2019-07-28,"공식행사, 축하공연, 독살체험, 수산물 시식회,에어바운스 물고기 잡기, 수산물 전시 및 판매, 노래자랑 및 장기자랑 등",삼길포축제위원회,충청남도 서산시,충청남도 서산시,041-660-2069,http://www.samgilpo.com,"황금산, 벌천포해수욕장, 웅도갯벌체험",충청남도 서산시 대산읍 삼길포3길 8,충청남도 서산시 대산읍 화곡리 7-23,37.0010156,126.4515766,2019-09-26
류방택 별 축제,천문기상과학관,2019-05-18,2019-05-18,"굴절망원경 만들기, 소유주 로켓 만들기, 천체관측과 기상기기 체험 등",사)금헌류방택기념사업회,충청남도 서산시,한국천문연구원 등,041-661-8009,http://www.ryubangtaek.org,서산 류방택 천문기상과학관,충청남도 서산시 문화로 54,충청남도 서산시 읍내동 510,36.7861429,126.4486172,2019-09-26
서산어리굴젓축제,서산시 부석면 간월도리 일원,2019-10-01,2019-10-01,"공식행사, 각종체험(바지락캐기, 어선체험, 굴까기 체험 및 밑반찬용 굴 무치기 등), 부대행사, 전시행사 등",간월도어리굴젓수산물한마당추진위원회,충청남도 서산시,충청남도 서산시,041-660-2069,http://www.seosan.go.kr/tour,"버드랜드,간월암,부석사",충청남도 서산시 부석면 간월도1길119-29,충청남도 서산시 부석면 간월도리 16-11,36.60375494,126.4110016,2019-09-26
서산뻘낙지먹물축제,서산시 지곡면 중왕리 포구,2019-09-01,2019-09-01,"공식행사, 먹물 퍼포먼스, 수산물 시식, 수산물 전시 및 판매, 바지락캐기,  먹물글씨쓰기, 낙지잡기 등",서산갯마을뻘낙지축제위원회,충청남도 서산시,충청남도 서산시,041-660-2069,http://www.seosan.go.kr/tour,"안견기념관, 팔봉산, 황금산, 삼길포항",충청남도 서산시 지곡면 어름들2길 66,충청남도 서산시 지곡면 중왕리 196,36.88040156,126.3845472,2019-09-26
지곡왕산포서산갯마을축제,서산시 지곡면 중왕리 왕산 포구,2019-06-08,2019-06-09,"바지락 빨리까지, 바지락 무게맞추기,  노래자랑, 바지락캐기(유료), 맨손으로 물고기잡기, 무궁화예술단공연, 농특산물홍보판매 등",지곡왕산포서산갯마을축제추진위원회,충청남도 서산시,충청남도 서산시,041-660-2069,http://www.seosan.go.kr/tour,"안견기념관, 팔봉산, 황금산, 삼길포항",충청남도 서산시 지곡면 어름들2길 66,충청남도 서산시 지곡면 중왕리 196,36.88040156,126.3845472,2019-09-26
팔봉산감자축제,팔봉면 양길리 주차장 일원,2019-06-22,2019-06-23,"감자캐기체험, 농특산물 직거래, 무대공연 등",팔봉산감자축제추진위원회,충청남도 서산시,충청남도 서산시,041-660-2435,http://www.potatofestival.co.kr/,"팔봉산, 고파도, 감태, 낚지",충청남도 서산시 팔봉면 팔봉산로 100,충청남도 서산시 팔봉면 양길리 812-3,36.81761837,126.3662446,2019-09-26
서산해미읍성축제,서산시 해미면 해미읍성,2019-10-11,2019-10-13,"주제체험(세계의 민속놀이 해미읍성에서 놀아보자), 기획프로그램, 전통문화공연, 상설프로그램 및 체험프로그램, 연계프로그램 등",서산해미읍성축제추진위원회,충청남도 서산시,문화체육관광부,041-660-2679,http://www.haemifest.com/,"해미읍성, 해미성지, 가야산 등",충청남도 서산시 해미면 남문2로 143,,36.71355717,126.5503842,2019-09-26
서산6쪽마늘축제,서산시 해미면 해미읍성,2019-07-01,2019-07-01,"6쪽마늘 판매, 공연, 체험 등",서산6쪽마늘축제추진위원회,충청남도 서산시,충청남도 서산시,041-660-2435,http://www.seosan.go.kr/tour,"6쪽마늘, 해미읍성",충청남도 서산시 해미면 남문2로 143,,36.71355717,126.5503842,2019-09-26
해미벚꽃축제,해미면 해미천,2019-04-03,2019-04-14,"벚꽃음악회, 농특산물 홍보 및 판매장 운영, 각종 전시 및 체험행사 등",해미벚꽃축제추진위원원,충청남도 서산시,충청남도 서산시,041-660-3844,http://www.seosan.go.kr/tour,해미천 벚꽃,충청남도 서산시 해미면 남문2로 143,,36.71355717,126.5503842,2019-09-26
마량포 해넘이.해돋이 축제,서면 마량포구 일원,2019-12-31,2020-01-01,"덕담엽서 보내기, 새해 떡국나눔행사, 불꽃놀이, 신년 카운트다운 등",서면개발위원회,서면개발위원회,충청남도 서천군청,041-950-4019,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472,2019-09-26
마량포 해넘이.해돋이 축제,서면 마량포구 일원,2019-12-31,2020-01-01,"새해 떡국나눔행사, 불꽃놀이, 버스킹 공연, 소원등 달기",서면개발위원회,서천군,없음,041-950-4019,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472,2019-12-17
자연산 광어.도미 축제,서면 마량포구 일원,2019-05-11,2019-05-26,"맨손으로 광어잡기 체험, 기념공원에서 보물찾기",서면개발위원회,서면개발위원회,충청남도 서천군청,041-950-4256,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472,2019-09-26
자연산 광어.도미 축제,서면 마량포구 일원,2019-05-11,2019-05-26,"맨손으로 광어잡기 체험, 기념공원에서 보물찾기",서면개발위원회,서면개발위원회,없음,041-950-4016,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472,2019-12-17
동백꽃 주꾸미 축제,서면 마량포구 일원,2019-03-16,2019-03-31,"어린이 주꾸미 낚시 체험, 동백나무숲 보물찾기 이벤트",서면개발위원회,서면개발위원회,충청남도,041-950-4016,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.12939436,126.5036155,2019-12-17
동백꽃 주꾸미 축제,서면 마량리 동백나무숲 일원,2019-03-16,2019-03-31,"어린이 주꾸미 낚시 체험, 동백나무숲 보물찾기 이벤트",서면개발위원회,서면개발위원회,충청남도 서천군청,041-950-4256,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 서인로235번길 22,충청남도 서천군 서면 마량리 313-2,36.14324982,126.4963639,2019-09-26
춘장대해수욕장 여름문화예술축제,춘장대해수욕장 중앙광장,2019-08-02,2019-08-03,"한여름밤의 트롯이야기, 춘장대 시네마, 춘장대 푸파 페스티벌 등",춘장대해수욕장 운영협의회,서천군,없음,041-950-4019,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 춘장대길 20,충청남도 서천군 서면 도둔리 1319,36.16334922,126.5243355,2019-12-17
춘장대해수욕장 여름문화예술축제,춘장대해수욕장 중앙광장,2019-07-20,2019-07-21,전국 가요제,춘장대해수욕장 운영협의회,춘장대해수욕장 운영협의회,충청남도 서천군청,041-950-4019,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 춘장대길 20,충청남도 서천군 서면 도둔리 1319,36.16334922,126.5243355,2019-09-26
홍원항 자연산 전어.꽃게 축제,서면 홍원항 일원,2019-09-21,2019-10-06,"맨손으로 전어 잡기 체험, 추억의 놀이 체험, 숨겨진 보물을 찾아라, 비눗방울 놀이 등",홍원항마을축제추진위원회,홍원항마을축제추진위원회,없음,041-950-4016,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 홍원길 130-3,충청남도 서천군 서면 도둔리 1222-7,36.15886,126.4992204,2019-12-17
홍원항 자연산 전어.꽃게 축제,서면 홍원항 일원,2019-09-07,2019-09-22,"맨손으로 전어 잡기 체험, 추억의 놀이 체험, 숨셔진 보물을 찾아라, 비눗방울 놀이 등",홍원항마을축제추진위원회,홍원항마을축제추진위원회,충청남도 서천군청,041-950-4256,http://tour.seocheon.go.kr,"축제 일정, 프로그램",충청남도 서천군 서면 홍원길 130-3,충청남도 서천군 서면 도둔리 1222-7,36.15886,126.4992204,2019-09-26
한산모시문화제,한산모시관 일원,2019-06-07,2019-06-10,한산모시를 주제로 하는 다양한 프로그램 운영,한산모시문화제추진위원회,서천군,"문화체육관광부, 충청남도, 농협 등",041-950-4016,www.hansanmosi.kr/,"축제 일정, 프로그램",충청남도 서천군 한산면 충절로 1089,충청남도 서천군 한산면 지현리 60-1,36.07994424,126.7987047,2019-09-26
한산모시문화제,한산모시관 일원,2019-06-07,2019-06-10,한산모시를 주제로 하는 다양한 프로그램 운영,한산모시문화제추진위원회,서천군,"문화체육관광부, 충청남도, 농협 등",041-950-4256,www.hansanmosi.kr/,"축제 일정, 프로그램",충청남도 서천군 한산면 충절로 1089,충청남도 서천군 한산면 지현리 60-1,36.0799445,126.7987047,2019-12-17
아산성웅이순신축제,온양온천역,2019-04-24,2019-04-28,"가요베스트,지역예술인 공연다례제 및 마라톤대회불꽃놀이",(재)아산문화재단,아산시,아산시,041-534-2140,culture.asan.go.kr,,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 56-9,,,2019-09-26
의좋은형제축제,의좋은형제공원,2019-10-18,2019-10-24,의좋은형제 이야기를 소재로 한 체험형 관광축제,의좋은형제축제추진위원회,대흥현보존회,없음,041-339-7312,없음,,충청남도 예산군 대흥면 의좋은형제길 37,충청남도 예산군 대흥면 동서리 106-1,36.60702389,126.7888311,2019-09-26
윤봉길평화축제,충의사 일원,2020-04-29,2020-04-30,윤봉길 의사의 4.29 의거를 기념하는 독립운동가축제,윤봉길평화축제추진위원회,(사)매헌윤봉길월진회,예산군 등,041-339-7312,www.ybgfestival.kr,,충청남도 예산군 덕산면 덕산온천로 183-5,충청남도 예산군 덕산면 시량리 119-1,36.6865377,126.6513825,2019-12-11
윤봉길평화축제,충의사 일원,2019-04-27,2019-04-29,윤봉길 의사의 4.29 의거를 기념하는 독립운동가축제,윤봉길평화축제추진위원회,(사)매헌윤봉길월진회,예산군 등,041-339-7312,www.ybgfestival.kr,,충청남도 예산군 덕산면 덕산온천로 183-5,충청남도 예산군 덕산면 시량리 119-1,36.6865377,126.6513825,2019-09-26
예산장터삼국축제,예산전통시장,2020-10-16,2020-10-22,"예산의 국화, 국밥, 국수의 맛과 멋을 찾아 예산장터로 떠나는 가을여행축제","예산군,예산문화원","예산군, 예산문화원",예산읍원도심발전협의회,041-339-7312,없음,,충청남도 예산군 예산읍 천변로 160,충청남도 예산군 예산읍 대회리 233-4,36.67611933,126.8479256,2019-12-11
천안호두축제,광덕쉼터,2019-10-13,2019-10-14,호두사랑노래경연대회 호두 전시 및 판매장 운영,천안시호두축제추진위원회,천안시호두축제추진위원회,,041-521-4701,,,충청남도 천안시 동남구 광덕면 광풍로 277,,,,2019-09-26
천안북면위례벚꽃축제,북면은석초등학교운동장,2019-04-14,2019-04-15,아름다운 벚꽃길(14km)이 펼쳐지는 청정지역 홍보,북면위례벚꽃축제추진위원회,북면위례벚꽃축제추진위원회,,041-521-4721,,,충청남도 천안시 동남구 북면 용암3길 10,,,,2019-09-26
천안흥타령춤축제,삼거리공원,2019-09-25,2019-09-29,춤경연 거리댄스퍼레이드 국제춤대회 등,천안문화재단,천안문화재단,,041-900-7020,http://www.cfac.or.kr/Home/Perf/Fesitival.aspx,,충청남도 천안시 동남구 삼룡4길 118-9,,,,2019-09-26
천안춤영화제,영화관,2019-09-06,2019-09-08,영상공모전  야외상영회,(재)충남문화산업진흥원,(재)충남문화산업진흥원,,041-415-0096,,,충청남도 천안시 동남구 중앙로 111,,,,2019-09-26
천안예술제,도솔광장,2019-10-12,2019-10-14,"9개지부별(문인,연극,미술,무용,사진,음악,연예,국악, 영화) 작품발표회 및 전시 공연 등",천안예총,천안예총,,041-561-1522,http://www.cheonanart.co.kr/board_KvHe80,,충청남도 천안시 동남구 천안대로 844,,,,2019-09-26
천안성환배축제,성환문화회관,2019-10-27,2019-10-27,공연 전시 품평회 판매 이벤트 등,성환청년회의소,성환청년회의소,,041-581-1771,,,충청남도 천안시 서북구 성환읍 성진로 15,,,,2019-09-26
입장거봉포도축제,입장초등학교운동장,2019-09-09,2019-09-10,거봉가요제 등,입장거봉포도축제추진위원회(041-521-6847),입장거봉포도축제추진위원회(041-521-6847),,,,,충청남도 천안시 서북구 입장면 하장4길 19,,,,2019-09-26
장승문화축제,장승공원일원,2019-04-13,2019-04-14,"장승대제, 장승깍기등 장승   관련행사",장승축제추진위원회,장승축제추진위원회,충청남도 청양군,041-943-4774,http://korean.visitkorea.or.kr/kor/bz15/where/festival/festival.jsp?cid=293475,"칠갑산, 장곡사",충청남도 청양군 대치면 장곡길 119-19,충청남도 청양군 대치면 장곡리 67-15,36.40991529,126.8503994,2019-09-26
청양고추.구기자축제,백세공원일원,2019-09-27,2019-09-28,"고추판매 및 체험프로그램, 공연 등",청양고추구기자축제추진위원회,청양고추구기자축제추진위원회,충청남도 청양군,041-940-2302,http://www.cheongyang.go.kr/kor.do,"백세공원,청양고추시장, 청양시장",충청남도 청양군 청양읍 읍내리 404-1,충청남도 청양군 청양읍 읍내리 404-1,,,2019-09-26
태안 몽산포항 주꾸미&수산물 축제,몽산포항,2019-04-20,2019-05-06,"주꾸미시식, 물고기잡기 등",몽산포항 주꾸미&수산물 축제위원회,몽산포항 주꾸미&수산물 축제위원회,,,,,충청남도 태안군 남면 몽대로 495-38,,,,2019-09-26
태안 세계툴립축제,꽃지해수욕장 해안공원,2019-04-13,2019-05-12,튤립,(주)네이처농업회사법인,(주)네이처농업회사법인,,,,,충청남도 태안군 안면읍 꽃지해안로 400,,,,2019-09-26
태안국제모래조각 페스티벌,신두리 사구센터,2019-07-11,2019-07-14,모래조각 경연대회 등,국제모래조각 페스티벌 추진위원회,국제모래조각 페스티벌 추진위원회,,,,,충청남도 태안군 원북면 신두해변길 22-5,,,,2019-09-26
홍성남당항새조개축제,남당항 일원,2019-04-27,2019-04-29,새조개 특산물,남당항축제추진위원회,남당항축제추진위원회,홍성군,041-630-1227,,"남당항, 속동전망대",충청남도 홍성군 서부면 남당항로213번길 25-62,충청남도 홍성군 서부면 남당리 863,,,2019-09-26
